1,1003,1,80,234,4,0,0,26,1,2164
2,1004,1,118,224,4,0,0,26,1,920
3,1002,1,58,214,4,0,0,26,1,1685
4,1001,1,20,244,4,0,0,26,1,1379
5,1004,2,118,222,2,0,0,13,1,622
6,1003,2,80,232,2,0,0,13,1,1697
7,1001,2,20,242,2,0,0,13,1,1367
8,1002,2,58,212,2,0,0,13,1,1531
9,1001,3,20,244,4,0,0,26,1,1408
10,1003,3,80,234,4,0,0,26,1,1890
11,1002,3,58,212,2,0,0,13,1,1474
12,1004,3,118,222,2,0,0,13,1,810
13,1002,4,58,214,4,0,0,26,1,1451
14,1003,4,80,232,2,0,0,13,1,661
15,1004,4,118,222,2,0,0,13,1,621
16,1001,4,20,244,4,0,0,26,1,1088
17,1004,5,118,224,4,0,0,26,1,673
18,1003,5,80,232,2,0,0,13,1,593
19,1002,5,58,212,2,0,0,13,1,1012
20,1001,5,20,244,4,0,0,26,1,1055
21,1004,6,118,222,2,0,0,13,1,544
22,1002,6,58,212,2,0,0,13,1,854
23,1003,6,80,232,2,0,0,13,1,575
24,1001,6,20,242,2,0,0,13,1,1309
25,1002,7,58,214,4,0,0,26,1,1395
26,1001,7,20,242,2,0,0,13,1,1606
27,1004,7,118,224,4,0,0,26,1,864
28,1003,7,80,232,2,0,0,13,1,593
29,1004,8,118,224,4,0,0,26,1,733
30,1003,8,80,234,4,0,0,26,1,595
31,1002,8,58,212,2,0,0,13,1,1264
32,1001,8,20,244,4,0,0,26,1,1079
33,1004,9,118,224,4,0,0,26,1,607
34,1001,9,20,244,4,0,0,26,1,1059
35,1003,9,80,234,4,0,0,26,1,587
36,1002,9,58,214,4,0,0,26,1,1551
37,1001,10,20,244,4,0,0,26,1,1003
38,1002,10,58,212,2,0,0,13,1,1040
39,1004,10,118,222,2,0,0,13,1,576
40,1003,10,80,232,2,0,0,13,1,589
41,1004,11,118,224,4,0,0,26,1,673
42,1003,11,80,234,4,0,0,26,1,650
43,1001,11,20,244,4,0,0,26,1,1372
44,1002,11,58,214,4,0,0,26,1,1464
45,1003,12,80,234,4,0,0,26,1,576
46,1004,12,118,224,4,0,0,26,1,605
47,1001,12,20,244,4,0,0,26,1,1296
48,1002,12,58,212,2,0,0,13,1,1165
49,1001,13,20,244,4,0,0,26,1,1475
50,1002,13,58,214,4,0,0,26,1,1323
51,1003,13,80,234,4,0,0,26,1,551
52,1004,13,118,224,4,0,0,26,1,902
53,1002,14,58,212,2,0,0,13,1,1221
54,1003,14,80,234,4,0,0,26,1,592
55,1001,14,20,242,2,0,0,13,1,853
56,1004,14,118,222,2,0,0,13,1,564
57,1003,15,80,232,2,0,0,13,1,563
58,1002,15,58,212,2,0,0,13,1,927
59,1004,15,118,222,2,0,0,13,1,517
60,1001,15,20,244,4,0,0,26,1,1100
61,1002,16,58,214,4,0,0,26,1,899
62,1004,16,118,224,4,0,0,26,1,579
63,1003,16,80,232,2,0,0,13,1,711
64,1001,16,20,242,2,0,0,13,1,807
65,1004,17,118,224,4,0,0,26,1,608
66,1003,17,80,232,2,0,0,13,1,980
67,1001,17,20,242,2,0,0,13,1,792
68,1002,17,58,212,2,0,0,13,1,1333
69,1004,18,118,224,4,0,0,26,1,988
70,1001,18,20,244,4,0,0,13,0,973
71,1003,18,80,234,4,0,0,26,1,752
72,1002,18,58,212,2,0,0,13,1,1300
73,1004,19,118,224,4,0,0,26,1,757
74,1001,19,20,244,4,0,0,26,1,1130
75,1002,19,58,212,2,0,0,13,1,1110
76,1003,19,80,232,2,0,0,13,1,709
77,1002,20,58,212,2,0,0,13,1,1013
78,1001,20,20,242,2,0,0,13,1,1655
79,1004,20,118,222,2,0,0,13,1,656
80,1003,20,80,234,4,0,0,26,1,745
81,1001,21,20,242,2,0,0,13,1,1110
82,1003,21,80,232,2,0,0,13,1,589
83,1002,21,58,212,2,0,0,13,1,698
84,1004,21,118,222,2,0,0,13,1,601
85,1002,22,58,212,2,0,0,13,1,1547
86,1001,22,20,242,2,0,0,13,1,1665
87,1004,22,118,222,2,0,0,13,1,616
88,1003,22,80,234,4,0,0,26,1,556
89,1002,23,58,212,2,0,0,13,1,1322
90,1003,23,80,234,4,0,0,26,1,559
91,1004,23,118,222,2,0,0,13,1,509
92,1001,23,20,242,2,0,0,13,1,1067
93,1004,24,118,224,4,0,0,26,1,572
94,1002,24,58,212,2,0,0,26,0,593
95,1003,24,80,234,4,0,0,26,1,641
96,1001,24,20,242,2,0,0,13,1,875
97,1004,25,118,222,2,0,0,13,1,555
98,1001,25,20,242,2,0,0,13,1,1114
99,1002,25,58,212,2,0,0,13,1,1280
100,1003,25,80,232,2,0,0,13,1,600
101,1002,26,58,212,2,0,0,13,1,1161
102,1001,26,20,242,2,0,0,13,1,932
103,1003,26,80,232,2,0,0,13,1,571
104,1004,26,118,222,2,0,0,13,1,543
105,1003,27,80,234,4,0,0,26,1,485
106,1001,27,20,244,4,0,0,26,1,862
107,1002,27,58,214,4,0,0,26,1,1438
108,1004,27,118,224,4,0,0,26,1,513
109,1002,28,58,212,2,0,0,13,1,1142
110,1004,28,118,222,2,0,0,13,1,557
111,1003,28,80,234,4,0,0,26,1,538
112,1001,28,20,242,2,0,0,13,1,975
113,1003,29,80,234,4,0,0,26,1,580
114,1004,29,118,222,2,0,0,13,1,481
115,1001,29,20,244,4,0,0,26,1,921
116,1002,29,58,214,4,0,0,26,1,1327
117,1001,30,20,244,4,0,0,26,1,981
118,1004,30,118,222,2,0,0,13,1,546
119,1002,30,58,212,2,0,0,13,1,1382
120,1003,30,80,234,4,0,0,26,1,588
121,1001,31,20,244,4,0,0,26,1,959
122,1004,31,118,222,2,0,0,13,1,492
123,1002,31,58,214,4,0,0,26,1,1372
124,1003,31,80,234,4,0,0,26,1,808
125,1002,32,58,214,4,0,0,26,1,828
126,1003,32,80,234,4,0,0,26,1,1093
127,1004,32,118,224,4,0,0,26,1,613
128,1001,32,20,242,2,0,0,13,1,1360
129,1002,33,58,212,2,0,0,13,1,1276
130,1004,33,118,224,4,0,0,26,1,667
131,1001,33,20,242,2,0,0,13,1,820
132,1003,33,80,234,4,0,0,26,1,887
133,1004,34,118,222,2,0,0,13,1,663
134,1002,34,58,212,2,0,0,13,1,1368
135,1001,34,20,244,4,0,0,26,1,1397
136,1003,34,80,232,2,0,0,13,1,831
137,1002,35,58,212,2,0,0,13,1,1609
138,1003,35,80,234,4,0,0,26,1,956
139,1001,35,20,244,4,0,0,26,1,1295
140,1004,35,118,222,2,0,0,13,1,687
141,1003,36,80,232,2,0,0,13,1,504
142,1004,36,118,224,4,0,0,26,1,584
143,1001,36,20,242,2,0,0,13,1,875
144,1002,36,58,212,2,0,0,13,1,1029
145,1001,37,20,244,4,0,0,26,1,694
146,1002,37,58,214,4,0,0,26,1,1286
147,2001,37,20,242,2,0,0,13,1,645
148,2002,37,58,214,4,0,0,26,1,1191
149,2003,37,80,232,2,0,0,13,1,1522
150,1003,37,80,232,2,0,0,13,1,584
151,1004,37,118,222,2,0,0,13,1,573
152,2004,37,118,222,2,0,0,13,1,681
153,2003,38,80,232,2,0,0,13,1,753
154,2004,38,118,224,4,0,0,26,1,670
155,1003,38,80,232,2,0,0,13,1,609
156,1002,38,58,212,2,0,0,13,1,699
157,1001,38,20,244,4,0,0,26,1,604
158,1004,38,118,224,4,0,0,13,0,606
159,2002,38,58,212,2,0,0,13,1,790
160,2001,38,20,242,2,0,0,13,1,828
161,2002,39,58,214,4,0,0,26,1,871
162,2001,39,20,244,4,0,0,26,1,678
163,1004,39,118,222,2,0,0,13,1,1117
164,1003,39,80,232,2,0,0,13,1,540
165,2003,39,80,234,4,0,0,26,1,778
166,2004,39,118,222,2,0,0,13,1,543
167,1001,39,20,244,4,0,0,26,1,613
168,1002,39,58,212,2,0,0,13,1,1385
169,1001,40,20,242,2,0,0,13,1,715
170,2003,40,80,232,2,0,0,13,1,730
171,2002,40,58,214,4,0,0,26,1,865
172,1002,40,58,214,4,0,0,26,1,1290
173,2004,40,118,224,4,0,0,26,1,1425
174,2001,40,20,244,4,0,0,26,1,1027
175,1004,40,118,222,2,0,0,13,1,765
176,1003,40,80,234,4,0,0,26,1,905
177,2001,41,20,242,2,0,0,13,1,762
178,1004,41,118,222,2,0,0,13,1,933
179,1002,41,58,212,2,0,0,13,1,1291
180,2002,41,58,214,4,0,0,26,1,786
181,1001,41,20,242,2,0,0,13,1,1071
182,2004,41,118,224,4,0,0,26,1,767
183,2003,41,80,234,4,0,0,26,1,812
184,1003,41,80,232,2,0,0,13,1,623
185,2001,42,20,242,2,0,0,13,1,1234
186,1003,42,80,232,2,0,0,13,1,523
187,2002,42,58,214,4,0,0,26,1,818
188,1001,42,20,242,2,0,0,13,1,869
189,2004,42,118,222,2,0,0,13,1,797
190,1004,42,118,224,4,0,0,26,1,921
191,1002,42,58,214,4,0,0,26,1,1351
192,2003,42,80,234,4,0,0,26,1,692
193,2004,43,118,222,2,0,0,13,1,901
194,1002,43,58,214,4,0,0,26,1,1555
195,1004,43,118,222,2,0,0,13,1,704
196,1003,43,80,232,2,0,0,13,1,592
197,2002,43,58,212,2,0,0,26,0,1220
198,1001,43,20,244,4,0,0,26,1,1059
