1,1003,1,80,242,2,0,0,26,0,1984
2,1001,1,20,212,2,0,0,26,0,2377
3,1002,1,58,224,4,0,0,26,1,2263
4,1004,1,118,234,4,0,0,26,1,2134
5,1001,2,20,214,4,0,0,13,0,1850
6,1004,2,118,232,2,0,0,13,1,1937
7,1003,2,80,244,4,0,0,26,1,1814
8,1002,2,58,222,2,0,0,13,1,2231
9,1004,3,118,232,2,0,0,26,0,1658
10,1001,3,20,212,2,0,0,13,1,2221
11,1003,3,80,242,2,0,0,13,1,1104
12,1002,3,58,222,2,0,0,13,1,1606
13,1003,4,80,244,4,0,0,26,1,1377
14,1002,4,58,222,2,0,0,13,1,2189
15,1001,4,20,212,2,0,0,13,1,1846
16,1004,4,118,232,2,0,0,13,1,2440
17,1001,5,20,214,4,0,0,26,1,1616
18,1004,5,118,232,2,0,0,26,0,1682
19,1002,5,58,224,4,0,0,26,1,2445
20,1003,5,80,244,4,0,0,13,0,1222
21,1002,6,58,222,2,0,0,13,1,2180
22,1004,6,118,234,4,0,0,26,1,1737
23,1001,6,20,214,4,0,0,13,0,1453
24,1003,6,80,242,2,0,0,13,1,1579
25,1001,7,20,214,4,0,0,13,0,1670
26,1002,7,58,224,4,0,0,13,0,2811
27,1004,7,118,234,4,0,0,13,0,1353
28,1003,7,80,244,4,0,0,26,1,2739
29,1004,8,118,234,4,0,0,13,0,1806
30,1001,8,20,212,2,0,0,13,1,2495
31,1002,8,58,222,2,0,0,13,1,2533
32,1003,8,80,244,4,0,0,26,1,1081
33,1004,9,118,234,4,0,0,13,0,1408
34,1003,9,80,244,4,0,0,26,1,1432
35,1001,9,20,214,4,0,0,26,1,1481
36,1002,9,58,224,4,0,0,26,1,1946
37,1004,10,118,232,2,0,0,13,1,1068
38,1003,10,80,242,2,0,0,26,0,1078
39,1002,10,58,224,4,0,0,13,0,3218
40,1001,10,20,212,2,0,0,26,0,2512
41,1002,11,58,222,2,0,0,13,1,1946
42,1001,11,20,212,2,0,0,13,1,1182
43,1003,11,80,242,2,0,0,13,1,1057
44,1004,11,118,232,2,0,0,13,1,1554
45,1003,12,80,242,2,0,0,13,1,1136
46,1004,12,118,232,2,0,0,13,1,862
47,1002,12,58,224,4,0,0,26,1,1878
48,1001,12,20,214,4,0,0,13,0,2045
49,1002,13,58,224,4,0,0,13,0,2418
50,1001,13,20,212,2,0,0,13,1,2002
