1,1003,1,80,222,2,0,0,26,0,2166
2,1001,1,20,232,2,0,0,13,1,3119
3,1002,1,58,212,2,0,0,13,1,2203
4,1004,1,118,242,2,0,0,13,1,1316
5,1003,2,80,224,4,0,0,26,1,1515
6,1001,2,20,234,4,0,0,26,1,1776
7,1002,2,58,214,4,0,0,26,1,2013
8,1004,2,118,244,4,0,0,26,1,1589
9,1003,3,80,222,2,0,0,13,1,2257
10,1004,3,118,244,4,0,0,26,1,1450
11,1002,3,58,214,4,0,0,26,1,1042
12,1001,3,20,234,4,0,0,26,1,1891
13,1002,4,58,212,2,0,0,13,1,1019
14,1004,4,118,244,4,0,0,26,1,2917
15,1001,4,20,232,2,0,0,13,1,1883
16,1003,4,80,222,2,0,0,13,1,2105
17,1002,5,58,214,4,0,0,26,1,1262
18,1004,5,118,244,4,0,0,26,1,1071
19,1001,5,20,232,2,0,0,13,1,1441
20,1003,5,80,222,2,0,0,13,1,2593
21,1004,6,118,244,4,0,0,26,1,1948
22,1003,6,80,222,2,0,0,13,1,1408
23,1001,6,20,234,4,0,0,26,1,1314
24,1002,6,58,212,2,0,0,13,1,1361
25,1004,7,118,242,2,0,0,13,1,1886
26,1002,7,58,214,4,0,0,26,1,1221
27,1001,7,20,232,2,0,0,13,1,1775
28,1003,7,80,224,4,0,0,26,1,1418
29,1002,8,58,214,4,0,0,26,1,1445
30,1001,8,20,234,4,0,0,26,1,838
31,1003,8,80,224,4,0,0,26,1,1464
32,1004,8,118,242,2,0,0,13,1,960
33,1001,9,20,234,4,0,0,26,1,1836
34,1002,9,58,212,2,0,0,13,1,1061
35,1003,9,80,224,4,0,0,26,1,1279
36,1004,9,118,242,2,0,0,13,1,894
37,2002,10,58,214,4,0,0,26,1,1430
38,2001,10,20,234,4,0,0,26,1,1152
39,2003,10,80,222,2,0,0,13,1,1597
40,1001,10,20,234,4,0,0,26,1,974
41,1004,10,118,244,4,0,0,26,1,980
42,1003,10,80,224,4,0,0,26,1,895
43,2004,10,118,242,2,0,0,13,1,2455
44,1002,10,58,212,2,0,0,13,1,1615
45,1003,11,80,224,4,0,0,26,1,1384
46,2003,11,80,224,4,0,0,26,1,724
47,1002,11,58,214,4,0,0,26,1,1315
48,2004,11,118,244,4,0,0,26,1,1322
49,1004,11,118,244,4,0,0,13,0,1216
50,2001,11,20,232,2,0,0,13,1,1846
51,1001,11,20,234,4,0,0,26,1,1191
52,2002,11,58,212,2,0,0,13,1,2267
